year,origin_geoid,dest_geoid,flow,origin_name,dest_name,origin_name,origin_lon,origin_lat,dest_name,dest_lon,dest_lat
2018,01077,35027,497,Lauderdale,Lincoln,Lauderdale,-87.65409253918034,34.90168980070565,Lincoln,-105.45928044995016,33.74502216507665
2018,51680,01077,473,Lynchburg,Lauderdale,Lynchburg,-79.19153995277749,37.40018204131167,Lauderdale,-87.65409253918034,34.90168980070565
2018,01077,35031,458,Lauderdale,McKinley,Lauderdale,-87.65409253918034,34.90168980070565,McKinley,-108.26268241717288,35.58095570630577
2018,01077,02068,844,Lauderdale,Denali,Lauderdale,-87.65409253918034,34.90168980070565,Denali,-150.02775492325534,63.67350135396497
2018,31009,01071,224,Blaine,Jackson,Blaine,-99.97676256704146,41.913227085844355,Jackson,-85.99912742627913,34.77966544291074
2018,01071,78030,275,Jackson,St. Thomas,Jackson,-85.99912742627913,34.77966544291074,St. Thomas,-64.94020096858905,18.345238797008147
2018,42073,01071,413,Lawrence,Jackson,Lawrence,-80.33429121028698,40.99122879923204,Jackson,-85.99912742627913,34.77966544291074
2018,01045,17015,984,Dale,Carroll,Dale,-85.61099536402055,31.431662923464764,Carroll,-89.93420168085572,42.068686173989924
2018,01045,29181,559,Dale,Ripley,Dale,-85.61099536402055,31.431662923464764,Ripley,-90.8637610274883,36.65269886539404
2018,01123,55081,361,Tallapoosa,Monroe,Tallapoosa,-85.79750063709672,32.86215811345257,Monroe,-90.61784434919973,43.94565178264587
2018,02188,01123,169,Northwest Arctic,Tallapoosa,Northwest Arctic,-159.73591489750007,67.04543797884406,Tallapoosa,-85.79750063709672,32.86215811345257
2018,32021,01005,599,Mineral,Barbour,Mineral,-118.43483404227322,38.538517166587035,Barbour,-85.39280997942588,31.869670932729008
2018,69085,01005,193,Northern Islands,Barbour,Northern Islands,145.70917504795094,17.8599093273457,Barbour,-85.39280997942588,31.869670932729008
2018,50021,01005,64,Rutland,Barbour,Rutland,-73.03680295386697,43.58003231046963,Barbour,-85.39280997942588,31.869670932729008
2018,19171,01027,134,Tama,Clay,Tama,-92.53258691119956,42.079834141237875,Clay,-85.86079176452617,33.268841718306
2018,39055,01027,273,Geauga,Clay,Geauga,-81.17871802042471,41.49974740599119,Clay,-85.86079176452617,33.268841718306
2018,54025,01027,568,Greenbrier,Clay,Greenbrier,-80.45280133339375,37.94697489348364,Clay,-85.86079176452617,33.268841718306
2018,01027,33007,847,Clay,Coos,Clay,-85.86079176452617,33.268841718306,Coos,-71.30596961959702,44.68789170050205
2018,01027,35005,975,Clay,Chaves,Clay,-85.86079176452617,33.268841718306,Chaves,-104.46901069423896,33.36248346852581
2018,72073,02068,108,Jayuya,Denali,Jayuya,-66.58808033750867,18.210517262753037,Denali,-150.02775492325534,63.67350135396497
2018,02068,24001,450,Denali,Allegany,Denali,-150.02775492325534,63.67350135396497,Allegany,-78.69740676171764,39.62131620945715
2018,02068,32029,254,Denali,Storey,Denali,-150.02775492325534,63.67350135396497,Storey,-119.52900807245707,39.446977042228355
2018,02198,02130,717,Prince of Wales-Hyder,Ketchikan Gateway,Prince of Wales-Hyder,-133.0422181146809,55.806754449684874,Ketchikan Gateway,-130.93500651879646,55.58316884600228
2018,02198,35023,1000,Prince of Wales-Hyder,Hidalgo,Prince of Wales-Hyder,-133.0422181146809,55.806754449684874,Hidalgo,-108.71399579780017,31.91284023290905
2018,02198,36023,805,Prince of Wales-Hyder,Cortland,Prince of Wales-Hyder,-133.0422181146809,55.806754449684874,Cortland,-76.07034788361699,42.59502163180042
2018,08057,02158,782,Jackson,Kusilvak,Jackson,-106.3423583542447,40.66605901336306,Kusilvak,-163.39652191982415,62.150674011714614
2018,34023,02158,965,Middlesex,Kusilvak,Middlesex,-74.41125709276875,40.439044052730985,Kusilvak,-163.39652191982415,62.150674011714614
2018,02158,39071,783,Kusilvak,Highland,Kusilvak,-163.39652191982415,62.150674011714614,Highland,-83.60089629724816,39.184660281181536
2018,02158,41037,648,Kusilvak,Lake,Kusilvak,-163.39652191982415,62.150674011714614,Lake,-120.38428879059761,42.79085403812822
2018,60030,02158,443,Rose Island,Kusilvak,Rose Island,-168.15211317803295,-14.542123429984953,Kusilvak,-163.39652191982415,62.150674011714614
2018,69100,02013,763,Rota,Aleutians East,Rota,145.20941209153463,14.155128187466216,Aleutians East,-161.99884342554853,55.35973264818836
2018,02013,55029,613,Aleutians East,Door,Aleutians East,-161.99884342554853,55.35973264818836,Door,-87.31226580326769,44.949792767620444
2018,02013,51540,751,Aleutians East,Charlottesville,Aleutians East,-161.99884342554853,55.35973264818836,Charlottesville,-78.48425655100053,38.03777760714534
2018,12041,02013,171,Gilchrist,Aleutians East,Gilchrist,-82.80034332123974,29.725976735819437,Aleutians East,-161.99884342554853,55.35973264818836
2018,05027,02013,902,Columbia,Aleutians East,Columbia,-93.22724228098022,33.21405964702343,Aleutians East,-161.99884342554853,55.35973264818836
2018,49011,02130,99,Davis,Ketchikan Gateway,Davis,-112.11222676634658,40.99007823607922,Ketchikan Gateway,-130.93500651879646,55.58316884600228
2018,02130,56041,456,Ketchikan Gateway,Uinta,Ketchikan Gateway,-130.93500651879646,55.58316884600228,Uinta,-110.54731679281369,41.28765256184085
2018,02130,15005,89,Ketchikan Gateway,Kalawao,Ketchikan Gateway,-130.93500651879646,55.58316884600228,Kalawao,-156.9493794582276,21.172970106176326
2018,02130,60030,1000,Ketchikan Gateway,Rose Island,Ketchikan Gateway,-130.93500651879646,55.58316884600228,Rose Island,-168.15211317803295,-14.542123429984953
2018,04009,02130,108,Graham,Ketchikan Gateway,Graham,-109.88731148524339,32.9320055727723,Ketchikan Gateway,-130.93500651879646,55.58316884600228
2018,02230,06051,889,Skagway,Mono,Skagway,-135.3354217944976,59.558938749256086,Mono,-118.88487056282457,37.93916211366691
2018,02230,01045,878,Skagway,Dale,Skagway,-135.3354217944976,59.558938749256086,Dale,-85.61099536402055,31.431662923464764
2018,02230,55099,537,Skagway,Price,Skagway,-135.3354217944976,59.558938749256086,Price,-90.36132673138296,45.68033332637476
2018,02110,42033,610,Juneau,Clearfield,Juneau,-134.16947427250395,58.44729341723694,Clearfield,-78.47443053200199,40.99990023493544
2018,04013,02110,132,Maricopa,Juneau,Maricopa,-112.49279594891249,33.34841524888647,Juneau,-134.16947427250395,58.44729341723694
2018,02100,27115,694,Haines,Pine,Haines,-135.49671214734187,59.11597493494767,Pine,-92.74191693191209,46.12027472586021
2018,02100,30079,374,Haines,Prairie,Haines,-135.49671214734187,59.11597493494767,Prairie,-105.3767366762823,46.86052944398056
2018,17013,02170,638,Calhoun,Matanuska-Susitna,Calhoun,-90.66684003780543,39.16830186726861,Matanuska-Susitna,-149.5871717729946,62.31418259615054
2018,78030,02170,389,St. Thomas,Matanuska-Susitna,St. Thomas,-64.94020096858905,18.345238797008147,Matanuska-Susitna,-149.5871717729946,62.31418259615054
2018,02170,42073,450,Matanuska-Susitna,Lawrence,Matanuska-Susitna,-149.5871717729946,62.31418259615054,Lawrence,-80.33429121028698,40.99122879923204
2018,27057,02170,176,Hubbard,Matanuska-Susitna,Hubbard,-94.91724334072313,47.10763860832731,Matanuska-Susitna,-149.5871717729946,62.31418259615054
2018,02188,42117,648,Northwest Arctic,Tioga,Northwest Arctic,-159.73591489750007,67.04543797884406,Tioga,-77.2543995567941,41.77284793511595
2018,02188,20133,227,Northwest Arctic,Neosho,Northwest Arctic,-159.73591489750007,67.04543797884406,Neosho,-95.30662006876831,37.55841218532179
2018,02188,29163,941,Northwest Arctic,Pike,Northwest Arctic,-159.73591489750007,67.04543797884406,Pike,-91.1715982495675,39.343939939977254
2018,04021,37177,604,Pinal,Tyrrell,Pinal,-111.34461537869274,32.9050326466905,Tyrrell,-76.20784682159258,35.817602835136796
2018,12041,04021,225,Gilchrist,Pinal,Gilchrist,-82.80034332123974,29.725976735819437,Pinal,-111.34461537869274,32.9050326466905
2018,31009,04021,498,Blaine,Pinal,Blaine,-99.97676256704146,41.913227085844355,Pinal,-111.34461537869274,32.9050326466905
2018,04021,26087,203,Pinal,Lapeer,Pinal,-111.34461537869274,32.9050326466905,Lapeer,-83.22207493882433,43.090188241995016
2018,04021,01133,186,Pinal,Winston,Pinal,-111.34461537869274,32.9050326466905,Winston,-87.37337815841794,34.14969619943666
2018,04023,09001,545,Santa Cruz,Fairfield,Santa Cruz,-110.84655928861139,31.526146734330556,Fairfield,-73.38917448601833,41.269593584196606
2018,04023,25011,848,Santa Cruz,Franklin,Santa Cruz,-110.84655928861139,31.526146734330556,Franklin,-72.59168020400485,42.58327600968088
2018,36023,04015,605,Cortland,Mohave,Cortland,-76.07034788361699,42.59502163180042,Mohave,-113.76237870282479,35.69846255611227
2018,04015,28081,235,Mohave,Lee,Mohave,-113.76237870282479,35.69846255611227,Lee,-88.6803399539881,34.28979765338059
2018,02158,04013,169,Kusilvak,Maricopa,Kusilvak,-163.39652191982415,62.150674011714614,Maricopa,-112.49279594891249,33.34841524888647
2018,47125,04013,909,Montgomery,Maricopa,Montgomery,-87.38252096718236,36.496497079589076,Maricopa,-112.49279594891249,33.34841524888647
2018,04013,34021,52,Maricopa,Mercer,Maricopa,-112.49279594891249,33.34841524888647,Mercer,-74.70194282384671,40.283083007703915
2018,04013,28081,508,Maricopa,Lee,Maricopa,-112.49279594891249,33.34841524888647,Lee,-88.6803399539881,34.28979765338059
2018,04013,31125,758,Maricopa,Nance,Maricopa,-112.49279594891249,33.34841524888647,Nance,-97.99256776441175,41.39734121701924
2018,04011,15001,812,Greenlee,Hawaii,Greenlee,-109.23987684909537,33.21405023689448,Hawaii,-155.52110283184192,19.601314425277035
2018,04011,06031,595,Greenlee,Kings,Greenlee,-109.23987684909537,33.21405023689448,Kings,-119.8159365440222,36.07498673037009
2018,04027,56031,704,Yuma,Platte,Yuma,-113.9058786280493,32.768860525592004,Platte,-104.96614122174772,42.131318742456564
2018,04027,35017,502,Yuma,Grant,Yuma,-113.9058786280493,32.768860525592004,Grant,-108.3823778446009,32.73810355068962
2018,04027,22037,773,Yuma,East Feliciana,Yuma,-113.9058786280493,32.768860525592004,East Feliciana,-91.04550487592783,30.84515827070757
2018,04027,02100,154,Yuma,Haines,Yuma,-113.9058786280493,32.768860525592004,Haines,-135.49671214734187,59.11597493494767
2018,51163,04005,891,Rockbridge,Coconino,Rockbridge,-79.44732557938411,37.814624245712785,Coconino,-111.76879720112062,35.83557834211439
2018,04005,49011,628,Coconino,Davis,Coconino,-111.76879720112062,35.83557834211439,Davis,-112.11222676634658,40.99007823607922
2018,04005,42085,966,Coconino,Mercer,Coconino,-111.76879720112062,35.83557834211439,Mercer,-80.2581085537481,41.3021078843381
2018,33015,04005,878,Rockingham,Coconino,Rockingham,-71.12567480003985,42.987427942067406,Coconino,-111.76879720112062,35.83557834211439
2018,02130,04005,856,Ketchikan Gateway,Coconino,Ketchikan Gateway,-130.93500651879646,55.58316884600228,Coconino,-111.76879720112062,35.83557834211439
2018,04012,31017,388,La Paz,Brown,La Paz,-113.98243445342943,33.72882668287007,Brown,-99.92938214650925,42.429664909436255
2018,04012,41013,571,La Paz,Crook,La Paz,-113.98243445342943,33.72882668287007,Crook,-120.3556222812327,44.14211057994374
2018,46005,04009,155,Beadle,Graham,Beadle,-98.27795485816206,44.41465782277614,Graham,-109.88731148524339,32.9320055727723
2018,04009,41019,980,Graham,Douglas,Graham,-109.88731148524339,32.9320055727723,Douglas,-123.16483617157353,43.27921572439261
2018,25015,04009,129,Hampshire,Graham,Hampshire,-72.66339306822168,42.340578674569116,Graham,-109.88731148524339,32.9320055727723
2018,30055,04009,83,McCone,Graham,McCone,-105.79566594802182,47.64412276561406,Graham,-109.88731148524339,32.9320055727723
2018,04019,46031,400,Pima,Corson,Pima,-111.78900792506285,32.09963140449597,Corson,-101.1967870103131,45.70912153965298
2018,04019,12095,815,Pima,Orange,Pima,-111.78900792506285,32.09963140449597,Orange,-81.3235638924105,28.5145278243651
2018,56031,05097,576,Platte,Montgomery,Platte,-104.96614122174772,42.131318742456564,Montgomery,-93.65940449889061,34.53862602470782
2018,05097,26087,104,Montgomery,Lapeer,Montgomery,-93.65940449889061,34.53862602470782,Lapeer,-83.22207493882433,43.090188241995016
2018,05109,08113,180,Pike,San Miguel,Pike,-93.65581404897605,34.16309345900677,San Miguel,-108.40551197211639,38.004564072775985
2018,29025,05109,593,Caldwell,Pike,Caldwell,-93.98311750807108,39.65578607629494,Pike,-93.65581404897605,34.16309345900677
2018,05109,04011,16,Pike,Greenlee,Pike,-93.65581404897605,34.16309345900677,Greenlee,-109.23987684909537,33.21405023689448
2018,05109,29175,185,Pike,Randolph,Pike,-93.65581404897605,34.16309345900677,Randolph,-92.49701180378176,39.440096247950464
2018,16039,05007,702,Elmore,Benton,Elmore,-115.47003793530997,43.35248019911478,Benton,-94.25639499389187,36.33885227067612
2018,09015,05007,459,Windham,Benton,Windham,-71.98752372942272,41.82986970515956,Benton,-94.25639499389187,36.33885227067612
2018,05007,32011,739,Benton,Eureka,Benton,-94.25639499389187,36.33885227067612,Eureka,-116.26821551099594,39.98081717377165
2018,05007,69110,601,Benton,Saipan,Benton,-94.25639499389187,36.33885227067612,Saipan,145.7508956744932,15.189540718180185
2018,05051,41019,864,Garland,Douglas,Garland,-93.15034615562548,34.57663442695199,Douglas,-123.16483617157353,43.27921572439261
2018,12117,05051,809,Seminole,Garland,Seminole,-81.23635522003724,28.716901425356802,Garland,-93.15034615562548,34.57663442695199
2018,35047,05051,103,San Miguel,Garland,San Miguel,-104.815621211053,35.48147349934304,Garland,-93.15034615562548,34.57663442695199
2018,05051,04013,540,Garland,Maricopa,Garland,-93.15034615562548,34.57663442695199,Maricopa,-112.49279594891249,33.34841524888647
2018,19017,05051,724,Bremer,Garland,Bremer,-92.3179837583039,42.77473206460112,Garland,-93.15034615562548,34.57663442695199
2018,48053,05131,934,Burnet,Sebastian,Burnet,-98.18251217531781,30.788376881166997,Sebastian,-94.27440704362543,35.19978698828288
2018,05131,32017,79,Sebastian,Lincoln,Sebastian,-94.27440704362543,35.19978698828288,Lincoln,-114.87894464985084,37.641829359427845
2018,06089,05131,750,Shasta,Sebastian,Shasta,-122.04131653401559,40.7638126840733,Sebastian,-94.27440704362543,35.19978698828288
2018,05131,55078,856,Sebastian,Menominee,Sebastian,-94.27440704362543,35.19978698828288,Menominee,-88.70945737829922,45.00426881864944
2018,05131,27133,96,Sebastian,Rock,Sebastian,-94.27440704362543,35.19978698828288,Rock,-96.2530916194641,43.67477517269659
2018,05019,08113,966,Clark,San Miguel,Clark,-93.17630905441564,34.050738848305464,San Miguel,-108.40551197211639,38.004564072775985
2018,05019,11001,231,Clark,District of Columbia,Clark,-93.17630905441564,34.050738848305464,District of Columbia,-77.01627680512767,38.904766096838976
2018,05027,38071,522,Columbia,Ramsey,Columbia,-93.22724228098022,33.21405964702343,Ramsey,-98.72005286244874,48.268948091418636
2018,05027,24037,560,Columbia,St. Mary's,Columbia,-93.22724228098022,33.21405964702343,St. Mary's,-76.60567870362448,38.30134935134733
2018,05027,22023,942,Columbia,Cameron,Columbia,-93.22724228098022,33.21405964702343,Cameron,-93.19352081752709,29.875915096221522
2018,18049,05149,246,Fulton,Yell,Fulton,-86.26355763584499,41.04707070444363,Yell,-93.41122923060183,35.00270051796916
2018,05149,12069,474,Yell,Lake,Yell,-93.41122923060183,35.00270051796916,Lake,-81.71151725976314,28.76119823884459
2018,05101,37195,820,Newton,Wilson,Newton,-93.21787482919471,35.91983854237522,Wilson,-77.91899073504104,35.70521506977847
2018,05101,23005,837,Newton,Cumberland,Newton,-93.21787482919471,35.91983854237522,Cumberland,-70.37564306210261,43.838201752740716
2018,19149,05101,182,Plymouth,Newton,Plymouth,-96.21416149008164,42.73789344280246,Newton,-93.21787482919471,35.91983854237522
2018,40025,05101,709,Cimarron,Newton,Cimarron,-102.51774206231133,36.74850097905363,Newton,-93.21787482919471,35.91983854237522
2018,01027,05101,280,Clay,Newton,Clay,-85.86079176452617,33.268841718306,Newton,-93.21787482919471,35.91983854237522
2018,13095,05035,763,Dougherty,Crittenden,Dougherty,-84.21714170650594,31.5333975794451,Crittenden,-90.30914856746537,35.20732135420088
2018,13247,05035,76,Rockdale,Crittenden,Rockdale,-84.02621947212877,33.65484555338087,Crittenden,-90.30914856746537,35.20732135420088
2018,19083,05035,636,Hardin,Crittenden,Hardin,-93.24034419102912,42.383870864068825,Crittenden,-90.30914856746537,35.20732135420088
2018,30061,05035,959,Mineral,Crittenden,Mineral,-114.99676896944874,47.146842942046064,Crittenden,-90.30914856746537,35.20732135420088
2018,05035,28103,661,Crittenden,Noxubee,Crittenden,-90.30914856746537,35.20732135420088,Noxubee,-88.56980776150205,33.110203159683806
2018,06003,06089,618,Alpine,Shasta,Alpine,-119.82055719058626,38.597143829713104,Shasta,-122.04131653401559,40.7638126840733
2018,01027,06003,310,Clay,Alpine,Clay,-85.86079176452617,33.268841718306,Alpine,-119.82055719058626,38.597143829713104
2018,27077,06003,215,Lake of the Woods,Alpine,Lake of the Woods,-94.90401236891512,48.769923544520886,Alpine,-119.82055719058626,38.597143829713104
2018,02188,06003,27,Northwest Arctic,Alpine,Northwest Arctic,-159.73591489750007,67.04543797884406,Alpine,-119.82055719058626,38.597143829713104
2018,06091,38043,221,Sierra,Kidder,Sierra,-120.51626063456334,39.58048691920336,Kidder,-99.7800313260977,46.97959621932272
2018,10003,06091,969,New Castle,Sierra,New Castle,-75.64801066352037,39.580963234225166,Sierra,-120.51626063456334,39.58048691920336
2018,06091,42041,702,Sierra,Cumberland,Sierra,-120.51626063456334,39.58048691920336,Cumberland,-77.26571524932007,40.16359375789032
2018,06091,36073,660,Sierra,Orleans,Sierra,-120.51626063456334,39.58048691920336,Orleans,-78.23149316457808,43.252158821262476
2018,06063,72017,597,Plumas,Barceloneta,Plumas,-120.83759057867526,40.004200573013115,Barceloneta,-66.55921793613044,18.446423653224034
2018,06063,33013,919,Plumas,Merrimack,Plumas,-120.83759057867526,40.004200573013115,Merrimack,-71.68005602555326,43.297313639239086
2018,06063,22095,518,Plumas,St. John the Baptist,Plumas,-120.83759057867526,40.004200573013115,St. John the Baptist,-90.47120468578117,30.126501340295864
2018,53009,06063,828,Clallam,Plumas,Clallam,-123.92700372738213,48.049951101590814,Plumas,-120.83759057867526,40.004200573013115
2018,02130,06087,450,Ketchikan Gateway,Santa Cruz,Ketchikan Gateway,-130.93500651879646,55.58316884600228,Santa Cruz,-122.00081915597906,37.05612640993531
2018,06087,39011,700,Santa Cruz,Auglaize,Santa Cruz,-122.00081915597906,37.05612640993531,Auglaize,-84.22221188903012,40.561016473260736
2018,06031,16039,328,Kings,Elmore,Kings,-119.8159365440222,36.07498673037009,Elmore,-115.47003793530997,43.35248019911478
2018,06031,34025,488,Kings,Monmouth,Kings,-119.8159365440222,36.07498673037009,Monmouth,-74.22073691410634,40.2606381519362
2018,51181,06031,92,Surry,Kings,Surry,-76.89973697237512,37.10957401386072,Kings,-119.8159365440222,36.07498673037009
2018,06065,72057,561,Riverside,Guayama,Riverside,-115.99399793496006,33.746545351999664,Guayama,-66.1377355918234,18.003198664717285
2018,06065,69120,159,Riverside,Tinian,Riverside,-115.99399793496006,33.746545351999664,Tinian,145.62615100987256,15.000740384835044
2018,06065,40037,476,Riverside,Creek,Riverside,-115.99399793496006,33.746545351999664,Creek,-96.37099598485567,35.902369797668136
2018,01009,06101,423,Blount,Sutter,Blount,-86.56699351196858,33.98112926877265,Sutter,-121.69443141095945,39.03430282373134
2018,18049,06101,24,Fulton,Sutter,Fulton,-86.26355763584499,41.04707070444363,Sutter,-121.69443141095945,39.03430282373134
2018,06101,54051,31,Sutter,Marshall,Sutter,-121.69443141095945,39.03430282373134,Marshall,-80.6634290372671,39.86043668573332
2018,53035,06011,658,Kitsap,Colusa,Kitsap,-122.67360392683125,47.61307718969468,Colusa,-122.23726041341983,39.177567157138554
2018,06011,50015,372,Colusa,Lamoille,Colusa,-122.23726041341983,39.177567157138554,Lamoille,-72.64129905808913,44.60564981396543
2018,06051,18027,745,Mono,Daviess,Mono,-118.88487056282457,37.93916211366691,Daviess,-87.07254135739531,38.70241748542228
2018,47177,06051,343,Warren,Mono,Warren,-85.77912792812796,35.67832783639888,Mono,-118.88487056282457,37.93916211366691
2018,06051,41031,335,Mono,Jefferson,Mono,-118.88487056282457,37.93916211366691,Jefferson,-121.17656557458415,44.62968427055331
2018,06063,06051,549,Plumas,Mono,Plumas,-120.83759057867526,40.004200573013115,Mono,-118.88487056282457,37.93916211366691
2018,06051,20125,642,Mono,Montgomery,Mono,-118.88487056282457,37.93916211366691,Montgomery,-95.74280940020164,37.192452970077476
2018,51183,06089,334,Sussex,Shasta,Sussex,-77.26210111047737,36.92181407506765,Shasta,-122.04131653401559,40.7638126840733
2018,18027,06089,627,Daviess,Shasta,Daviess,-87.07254135739531,38.70241748542228,Shasta,-122.04131653401559,40.7638126840733
2018,06089,33001,447,Shasta,Belknap,Shasta,-122.04131653401559,40.7638126840733,Belknap,-71.42234599666737,43.517576175201995
2018,06089,04013,360,Shasta,Maricopa,Shasta,-122.04131653401559,40.7638126840733,Maricopa,-112.49279594891249,33.34841524888647
2018,28103,06089,253,Noxubee,Shasta,Noxubee,-88.56980776150205,33.110203159683806,Shasta,-122.04131653401559,40.7638126840733
2018,21165,08123,847,Menifee,Weld,Menifee,-83.5988885325422,37.941704173461325,Weld,-104.39411430240123,40.55418014020019
2018,08123,37151,18,Weld,Randolph,Weld,-104.39411430240123,40.55418014020019,Randolph,-79.80594097847201,35.71012602407338
2018,08123,26127,160,Weld,Oceana,Weld,-104.39411430240123,40.55418014020019,Oceana,-86.26735575450391,43.640979453424904
2018,72101,08123,155,Morovis,Weld,Morovis,-66.42027692812601,18.317592287487923,Weld,-104.39411430240123,40.55418014020019
2018,08025,47147,955,Crowley,Robertson,Crowley,-103.7841252411805,38.3268555586278,Robertson,-86.87043521952606,36.52544620710954
2018,22023,08025,463,Cameron,Crowley,Cameron,-93.19352081752709,29.875915096221522,Crowley,-103.7841252411805,38.3268555586278
2018,32005,08025,295,Douglas,Crowley,Douglas,-119.61636459706595,38.912067191087694,Crowley,-103.7841252411805,38.3268555586278
2018,08025,27057,597,Crowley,Hubbard,Crowley,-103.7841252411805,38.3268555586278,Hubbard,-94.91724334072313,47.10763860832731
2018,08025,54025,273,Crowley,Greenbrier,Crowley,-103.7841252411805,38.3268555586278,Greenbrier,-80.45280133339375,37.94697489348364
2018,38021,08057,595,Dickey,Jackson,Dickey,-98.50484189869901,46.11033459535742,Jackson,-106.3423583542447,40.66605901336306
2018,31173,08057,132,Thurston,Jackson,Thurston,-96.54390294033172,42.158245898806726,Jackson,-106.3423583542447,40.66605901336306
2018,08047,55061,261,Gilpin,Kewaunee,Gilpin,-105.5220912807635,39.857199732606205,Kewaunee,-87.61522514983237,44.51628244451795
2018,28099,08047,68,Neshoba,Gilpin,Neshoba,-89.117176470396,32.75378190362623,Gilpin,-105.5220912807635,39.857199732606205
2018,08047,42019,449,Gilpin,Butler,Gilpin,-105.5220912807635,39.857199732606205,Butler,-79.91319553197636,40.91162112444941
2018,08047,50017,36,Gilpin,Orange,Gilpin,-105.5220912807635,39.857199732606205,Orange,-72.37719337258781,44.00564790047353
2018,08047,17125,155,Gilpin,Mason,Gilpin,-105.5220912807635,39.857199732606205,Mason,-89.91691680628023,40.23935539846378
2018,08099,05101,209,Prowers,Newton,Prowers,-102.39327620962126,37.95524734333617,Newton,-93.21787482919471,35.91983854237522
2018,08099,25015,618,Prowers,Hampshire,Prowers,-102.39327620962126,37.95524734333617,Hampshire,-72.66339306822168,42.340578674569116
2018,08099,12035,30,Prowers,Flagler,Prowers,-102.39327620962126,37.95524734333617,Flagler,-81.31351968342565,29.461474993433246
2018,30057,08085,396,Madison,Montrose,Madison,-111.91951039825204,45.299324757523365,Montrose,-108.26943639137002,38.40326820678999
2018,48423,08085,667,Smith,Montrose,Smith,-95.26905714880047,32.375283118841025,Montrose,-108.26943639137002,38.40326820678999
2018,08085,56031,541,Montrose,Platte,Montrose,-108.26943639137002,38.40326820678999,Platte,-104.96614122174772,42.131318742456564
2018,08085,25003,794,Montrose,Berkshire,Montrose,-108.26943639137002,38.40326820678999,Berkshire,-73.2064881354839,42.37004205795067
2018,08113,48423,601,San Miguel,Smith,San Miguel,-108.40551197211639,38.004564072775985,Smith,-95.26905714880047,32.375283118841025
2018,08113,21113,154,San Miguel,Jessamine,San Miguel,-108.40551197211639,38.004564072775985,Jessamine,-84.58050539177297,37.87233383021258
2018,19017,08063,57,Bremer,Kit Carson,Bremer,-92.3179837583039,42.77473206460112,Kit Carson,-102.60237646710698,39.305322883734235
2018,18165,08063,104,Vermillion,Kit Carson,Vermillion,-87.46408439179048,39.853890541760926,Kit Carson,-102.60237646710698,39.305322883734235
2018,08063,26127,247,Kit Carson,Oceana,Kit Carson,-102.60237646710698,39.305322883734235,Oceana,-86.26735575450391,43.640979453424904
2018,08063,02068,129,Kit Carson,Denali,Kit Carson,-102.60237646710698,39.305322883734235,Denali,-150.02775492325534,63.67350135396497
2018,08063,49011,706,Kit Carson,Davis,Kit Carson,-102.60237646710698,39.305322883734235,Davis,-112.11222676634658,40.99007823607922
2018,08029,25021,276,Delta,Norfolk,Delta,-107.86321647437914,38.861690797984444,Norfolk,-71.20743671017209,42.16243383395418
2018,13119,08029,315,Franklin,Delta,Franklin,-83.22923543618779,34.375568482726145,Delta,-107.86321647437914,38.861690797984444
2018,08069,39143,698,Larimer,Sandusky,Larimer,-105.46096380095,40.66631722641838,Sandusky,-83.14403795726572,41.357358594889156
