year,origin_geoid,dest_geoid,flow,origin_name,dest_name
2018,04011,15001,812,Greenlee,Hawaii
2018,04011,06031,595,Greenlee,Kings
2018,04027,56031,704,Yuma,Platte
2018,04027,35017,502,Yuma,Grant
2018,04027,22037,773,Yuma,East Feliciana
2018,04027,02100,154,Yuma,Haines
2018,51163,04005,891,Rockbridge,Coconino
2018,04005,49011,628,Coconino,Davis
2018,04005,42085,966,Coconino,Mercer
2018,33015,04005,878,Rockingham,Coconino
2018,02130,04005,856,Ketchikan Gateway,Coconino
2018,04012,31017,388,La Paz,Brown
2018,04012,41013,571,La Paz,Crook
2018,46005,04009,155,Beadle,Graham
2018,04009,41019,980,Graham,Douglas
2018,25015,04009,129,Hampshire,Graham
2018,30055,04009,83,McCone,Graham
2018,04019,46031,400,Pima,Corson
2018,04019,12095,815,Pima,Orange
2018,56031,05097,576,Platte,Montgomery
2018,05097,26087,104,Montgomery,Lapeer
2018,05109,08113,180,Pike,San Miguel
2018,29025,05109,593,Caldwell,Pike
2018,05109,04011,16,Pike,Greenlee
2018,05109,29175,185,Pike,Randolph
2018,16039,05007,702,Elmore,Benton
2018,09015,05007,459,Windham,Benton
2018,05007,32011,739,Benton,Eureka
2018,05007,69110,601,Benton,Saipan
2018,05051,41019,864,Garland,Douglas
2018,12117,05051,809,Seminole,Garland
2018,35047,05051,103,San Miguel,Garland
2018,05051,04013,540,Garland,Maricopa
2018,19017,05051,724,Bremer,Garland
2018,48053,05131,934,Burnet,Sebastian
2018,05131,32017,79,Sebastian,Lincoln
2018,06089,05131,750,Shasta,Sebastian
2018,05131,55078,856,Sebastian,Menominee
2018,05131,27133,96,Sebastian,Rock
2018,05019,08113,966,Clark,San Miguel
2018,05019,11001,231,Clark,District of Columbia
2018,05027,38071,522,Columbia,Ramsey
2018,05027,24037,560,Columbia,St. Mary's
2018,05027,22023,942,Columbia,Cameron
2018,18049,05149,246,Fulton,Yell
2018,05149,12069,474,Yell,Lake
2018,05101,37195,820,Newton,Wilson
2018,05101,23005,837,Newton,Cumberland
2018,19149,05101,182,Plymouth,Newton
2018,40025,05101,709,Cimarron,Newton
2018,01027,05101,280,Clay,Newton
2018,13095,05035,763,Dougherty,Crittenden
2018,13247,05035,76,Rockdale,Crittenden
2018,19083,05035,636,Hardin,Crittenden
2018,30061,05035,959,Mineral,Crittenden
2018,05035,28103,661,Crittenden,Noxubee
2018,06003,06089,618,Alpine,Shasta
2018,01027,06003,310,Clay,Alpine
2018,27077,06003,215,Lake of the Woods,Alpine
2018,02188,06003,27,Northwest Arctic,Alpine
2018,06091,38043,221,Sierra,Kidder
2018,10003,06091,969,New Castle,Sierra
2018,06091,42041,702,Sierra,Cumberland
2018,06091,36073,660,Sierra,Orleans
2018,06063,72017,597,Plumas,Barceloneta
2018,06063,33013,919,Plumas,Merrimack
2018,06063,22095,518,Plumas,St. John the Baptist
2018,53009,06063,828,Clallam,Plumas
2018,02130,06087,450,Ketchikan Gateway,Santa Cruz
2018,06087,39011,700,Santa Cruz,Auglaize
2018,06031,16039,328,Kings,Elmore
2018,06031,34025,488,Kings,Monmouth
2018,51181,06031,92,Surry,Kings
2018,06065,72057,561,Riverside,Guayama
2018,06065,69120,159,Riverside,Tinian
2018,06065,40037,476,Riverside,Creek
2018,01009,06101,423,Blount,Sutter
2018,18049,06101,24,Fulton,Sutter
2018,06101,54051,31,Sutter,Marshall
2018,53035,06011,658,Kitsap,Colusa
2018,06011,50015,372,Colusa,Lamoille
2018,06051,18027,745,Mono,Daviess
2018,47177,06051,343,Warren,Mono
2018,06051,41031,335,Mono,Jefferson
2018,06063,06051,549,Plumas,Mono
2018,06051,20125,642,Mono,Montgomery
2018,51183,06089,334,Sussex,Shasta
2018,18027,06089,627,Daviess,Shasta
2018,06089,33001,447,Shasta,Belknap
2018,06089,04013,360,Shasta,Maricopa
2018,28103,06089,253,Noxubee,Shasta
2018,21165,08123,847,Menifee,Weld
2018,08123,37151,18,Weld,Randolph
2018,08123,26127,160,Weld,Oceana
2018,72101,08123,155,Morovis,Weld
2018,08025,47147,955,Crowley,Robertson
2018,22023,08025,463,Cameron,Crowley
2018,32005,08025,295,Douglas,Crowley
2018,08025,27057,597,Crowley,Hubbard
2018,08025,54025,273,Crowley,Greenbrier
2018,38021,08057,595,Dickey,Jackson
2018,31173,08057,132,Thurston,Jackson
2018,08047,55061,261,Gilpin,Kewaunee
2018,28099,08047,68,Neshoba,Gilpin
2018,08047,42019,449,Gilpin,Butler
2018,08047,50017,36,Gilpin,Orange
2018,08047,17125,155,Gilpin,Mason
2018,08099,05101,209,Prowers,Newton
2018,08099,25015,618,Prowers,Hampshire
2018,08099,12035,30,Prowers,Flagler
2018,30057,08085,396,Madison,Montrose
2018,48423,08085,667,Smith,Montrose
2018,08085,56031,541,Montrose,Platte
2018,08085,25003,794,Montrose,Berkshire
2018,08113,48423,601,San Miguel,Smith
2018,08113,21113,154,San Miguel,Jessamine
2018,19017,08063,57,Bremer,Kit Carson
2018,18165,08063,104,Vermillion,Kit Carson
2018,08063,26127,247,Kit Carson,Oceana
2018,08063,02068,129,Kit Carson,Denali
2018,08063,49011,706,Kit Carson,Davis
2018,08029,25021,276,Delta,Norfolk
2018,13119,08029,315,Franklin,Delta
2018,08069,39143,698,Larimer,Sandusky
2018,56043,08069,185,Washakie,Larimer
2018,18141,08069,741,St. Joseph,Larimer
2018,08069,20087,921,Larimer,Jefferson
2018,46035,08069,626,Davison,Larimer
2018,09007,46121,365,Middlesex,Todd
2018,42083,09007,544,McKean,Middlesex
2018,09015,22037,430,Windham,East Feliciana
2018,09015,21189,913,Windham,Owsley
2018,44007,09015,735,Providence,Windham
2018,49011,09015,880,Davis,Windham
2018,09013,50003,977,Tolland,Bennington
2018,09013,45007,755,Tolland,Anderson
2018,09013,48423,418,Tolland,Smith
2018,54007,09011,455,Braxton,New London
2018,30001,09011,300,Beaverhead,New London
2018,09011,55099,907,New London,Price
2018,25015,09011,411,Hampshire,New London
2018,09005,48433,63,Litchfield,Stonewall
2018,35031,09005,17,McKinley,Litchfield
2018,09005,54051,93,Litchfield,Marshall
2018,09009,25027,435,New Haven,Worcester
2018,53059,09009,491,Skamania,New Haven
2018,17005,09009,562,Bond,New Haven
2018,09001,47113,639,Fairfield,Madison
2018,09001,51183,639,Fairfield,Sussex
2018,09003,53037,241,Hartford,Kittitas
2018,42019,09003,73,Butler,Hartford
2018,09003,18165,291,Hartford,Vermillion
2018,09003,28081,240,Hartford,Lee
2018,32029,09003,899,Storey,Hartford
2018,50001,10003,193,Addison,New Castle
2018,19155,10003,441,Pottawattamie,New Castle
2018,10003,13219,706,New Castle,Oconee
2018,42083,10001,920,McKean,Kent
2018,51540,10001,77,Charlottesville,Kent
2018,10001,13227,46,Kent,Pickens
2018,25001,10005,765,Barnstable,Sussex
2018,04027,10005,22,Yuma,Sussex
2018,02170,10005,36,Matanuska-Susitna,Sussex
2018,34021,10005,431,Mercer,Sussex
2018,11001,30089,638,District of Columbia,Sanders
2018,38051,11001,856,McIntosh,District of Columbia
2018,12087,72057,218,Monroe,Guayama
2018,12087,22127,17,Monroe,Winn
2018,19149,12087,846,Plymouth,Monroe
2018,12087,04013,557,Monroe,Maricopa
2018,12077,13085,57,Liberty,Dawson
2018,13319,12077,956,Wilkinson,Liberty
2018,27077,12077,378,Lake of the Woods,Liberty
2018,12117,38071,912,Seminole,Ramsey
2018,53009,12117,641,Clallam,Seminole
2018,39107,12117,527,Mercer,Seminole
2018,13115,12117,462,Floyd,Seminole
2018,12117,18165,916,Seminole,Vermillion
2018,12069,22127,929,Lake,Winn
2018,48053,12069,231,Burnet,Lake
2018,01027,12085,638,Clay,Martin
2018,12085,20133,431,Martin,Neosho
2018,12085,26035,558,Martin,Clare
2018,53059,12085,453,Skamania,Martin
2018,12085,16031,453,Martin,Cassia
2018,24027,12035,662,Howard,Flagler
2018,12035,22127,953,Flagler,Winn
2018,12035,09001,456,Flagler,Fairfield
2018,24037,12035,245,St. Mary's,Flagler
2018,06063,12035,925,Plumas,Flagler
2018,12041,06003,960,Gilchrist,Alpine
2018,45069,12041,657,Marlboro,Gilchrist
2018,12015,78010,232,Charlotte,St. Croix
2018,12015,06101,922,Charlotte,Sutter
2018,24023,12015,245,Garrett,Charlotte
2018,12015,78020,610,Charlotte,St. John
2018,12015,26051,181,Charlotte,Gladwin
2018,12095,04011,443,Orange,Greenlee
2018,36047,12095,770,Kings,Orange
2018,08123,12095,331,Weld,Orange
2018,12129,38045,558,Wakulla,LaMoure
2018,12129,20133,765,Wakulla,Neosho
2018,12129,37151,156,Wakulla,Randolph
2018,13227,36023,339,Pickens,Cortland
2018,48053,13227,469,Burnet,Pickens
2018,51117,13187,411,Mecklenburg,Lumpkin
2018,48125,13187,956,Dickens,Lumpkin
2018,13187,60030,815,Lumpkin,Rose Island
2018,13187,30061,922,Lumpkin,Mineral
2018,13187,20125,15,Lumpkin,Montgomery
2018,13119,31097,307,Franklin,Johnson
2018,55081,13119,42,Monroe,Franklin
2018,37193,13119,276,Wilkes,Franklin
2018,13119,25019,242,Franklin,Nantucket
2018,21089,13319,948,Greenup,Wilkinson
2018,16039,13319,660,Elmore,Wilkinson
2018,13319,50003,262,Wilkinson,Bennington
2018,69085,13319,12,Northern Islands,Wilkinson
2018,32510,13219,597,Carson City,Oconee
2018,30001,13219,751,Beaverhead,Oconee
2018,12077,13247,39,Liberty,Rockdale
2018,15009,13247,18,Maui,Rockdale
2018,13247,02110,439,Rockdale,Juneau
2018,54057,13247,60,Mineral,Rockdale
2018,37071,13247,991,Gaston,Rockdale
2018,51163,13095,660,Rockbridge,Dougherty
2018,13095,46121,72,Dougherty,Todd
2018,08113,13095,196,San Miguel,Dougherty
2018,13215,39119,252,Muscogee,Muskingum
2018,27115,13215,831,Pine,Muscogee
2018,40025,13215,803,Cimarron,Muscogee
2018,13215,34011,755,Muscogee,Cumberland
2018,56043,13115,953,Washakie,Floyd
2018,13115,53067,432,Floyd,Thurston
2018,08113,13115,985,San Miguel,Floyd
2018,13085,06003,244,Dawson,Alpine
2018,13085,25015,541,Dawson,Hampshire
2018,49055,15003,851,Wayne,Honolulu
2018,15003,55061,575,Honolulu,Kewaunee
2018,05019,15003,435,Clark,Honolulu
2018,42085,15005,428,Mercer,Kalawao
2018,04019,15005,710,Pima,Kalawao
2018,15005,24031,974,Kalawao,Montgomery
2018,45083,15007,728,Spartanburg,Kauai
2018,15007,20025,526,Kauai,Clark
2018,15007,32510,497,Kauai,Carson City
2018,15007,40059,716,Kauai,Harper
2018,29225,15007,23,Webster,Kauai
2018,18165,15009,830,Vermillion,Maui
2018,15009,13095,932,Maui,Dougherty
2018,51680,15009,528,Lynchburg,Maui
2018,33003,15009,997,Carroll,Maui
2018,15009,01071,72,Maui,Jackson
2018,35031,15001,930,McKinley,Hawaii
2018,15001,38077,383,Hawaii,Richland
2018,13085,15001,343,Dawson,Hawaii
2018,21113,15001,556,Jessamine,Hawaii
2018,27031,16039,354,Cook,Elmore
2018,16039,42041,36,Elmore,Cumberland
2018,16039,02198,762,Elmore,Prince of Wales-Hyder
2018,69120,16039,550,Tinian,Elmore
2018,34031,16039,811,Passaic,Elmore
2018,16075,24031,882,Payette,Montgomery
2018,16075,36105,24,Payette,Sullivan
2018,16075,29163,601,Payette,Pike
2018,49001,16075,364,Beaver,Payette
2018,16005,55047,676,Bannock,Green Lake
2018,16005,55078,415,Bannock,Menominee
2018,16005,26065,604,Bannock,Ingham
2018,39107,16015,719,Mercer,Boise
2018,21207,16015,713,Russell,Boise
2018,16037,16015,81,Custer,Boise
2018,05097,16031,567,Montgomery,Cassia
2018,16031,22003,957,Cassia,Allen
2018,16031,37071,209,Cassia,Gaston
2018,19149,16031,985,Plymouth,Cassia
2018,16029,02110,120,Caribou,Juneau
2018,55105,16029,114,Rock,Caribou
2018,16029,56015,770,Caribou,Goshen
2018,55029,16029,891,Door,Caribou
2018,54007,16085,849,Braxton,Valley
2018,32021,16085,807,Mineral,Valley
2018,30099,16085,399,Teton,Valley
2018,16085,33019,217,Valley,Sullivan
2018,17005,16085,245,Bond,Valley
2018,16027,49057,286,Canyon,Weber
2018,16027,27115,944,Canyon,Pine
2018,39011,16017,532,Auglaize,Bonner
2018,16017,01077,603,Bonner,Lauderdale
2018,30035,16017,205,Glacier,Bonner
2018,78020,16037,776,St. John,Custer
2018,16037,34027,257,Custer,Morris
2018,53037,16037,61,Kittitas,Custer
2018,16037,23005,527,Custer,Cumberland
2018,16037,47125,447,Custer,Montgomery
2018,33013,17175,37,Merrimack,Stark
2018,72057,17175,70,Guayama,Stark
2018,08025,17175,642,Crowley,Stark
2018,17175,31017,706,Stark,Brown
2018,55081,17125,604,Monroe,Mason
2018,17125,49055,982,Mason,Wayne
2018,17163,15001,523,St. Clair,Hawaii
2018,17163,06091,298,St. Clair,Sierra
2018,13215,17013,227,Muscogee,Calhoun
2018,17013,42041,264,Calhoun,Cumberland
2018,17013,20087,758,Calhoun,Jefferson
2018,28067,17059,752,Jones,Gallatin
2018,17111,17059,318,McHenry,Gallatin
2018,17059,69100,823,Gallatin,Rota
2018,17059,32510,787,Gallatin,Carson City
2018,17111,32510,535,McHenry,Carson City
2018,17111,21039,391,McHenry,Carlisle
2018,17111,05007,623,McHenry,Benton
2018,17111,31089,962,McHenry,Holt
2018,17015,22095,440,Carroll,St. John the Baptist
2018,53037,17015,944,Kittitas,Carroll
2018,17005,39107,161,Bond,Mercer
2018,17005,49057,247,Bond,Weber
2018,30087,17081,623,Rosebud,Jefferson
2018,34031,17081,652,Passaic,Jefferson
2018,18081,17081,873,Johnson,Jefferson
2018,17081,51127,945,Jefferson,New Kent
2018,04027,17081,474,Yuma,Jefferson
2018,31097,17101,1000,Johnson,Lawrence
2018,33009,17101,580,Grafton,Lawrence
2018,69110,17101,802,Saipan,Lawrence
2018,53037,17101,249,Kittitas,Lawrence
2018,18165,18049,360,Vermillion,Fulton
2018,02130,18165,641,Ketchikan Gateway,Vermillion
2018,20061,18093,296,Geary,Lawrence
2018,41011,18093,314,Coos,Lawrence
2018,24037,18171,30,St. Mary's,Warren
2018,45033,18171,269,Dillon,Warren
2018,18171,04019,550,Warren,Pima
2018,18171,28091,869,Warren,Marion
2018,18171,36123,576,Warren,Yates
2018,18081,26045,762,Johnson,Eaton
2018,18081,09015,399,Johnson,Windham
2018,18081,13227,200,Johnson,Pickens
2018,21089,18081,363,Greenup,Johnson
2018,18081,12085,322,Johnson,Martin
2018,18137,39143,500,Ripley,Sandusky
2018,56025,18137,232,Natrona,Ripley
2018,05007,18137,173,Benton,Ripley
2018,20089,18137,112,Jewell,Ripley
2018,31061,18049,897,Franklin,Fulton
2018,18049,17163,498,Fulton,St. Clair
2018,26121,18167,922,Muskegon,Vigo
2018,37199,18167,654,Yancey,Vigo
2018,18167,40081,877,Vigo,Lincoln
2018,18167,56001,790,Vigo,Albany
2018,24001,18027,599,Allegany,Daviess
2018,69100,18027,548,Rota,Daviess
2018,21159,18027,131,Martin,Daviess
2018,21165,18027,438,Menifee,Daviess
2018,45051,18141,163,Horry,St. Joseph
2018,18141,12015,846,St. Joseph,Charlotte
2018,18141,37175,871,St. Joseph,Transylvania
2018,46023,18061,518,Charles Mix,Harrison
2018,18061,19153,226,Harrison,Polk
2018,18061,29025,516,Harrison,Caldwell
2018,46011,19153,29,Brookings,Polk
2018,19153,36061,459,Polk,New York
2018,19017,35017,609,Bremer,Grant
2018,19017,24033,867,Bremer,Prince George's
2018,19153,19017,226,Polk,Bremer
2018,23017,19017,19,Oxford,Bremer
2018,19149,04021,282,Plymouth,Pinal
2018,32031,19149,118,Washoe,Plymouth
2018,19149,01005,553,Plymouth,Barbour
2018,47157,19149,880,Shelby,Plymouth
2018,23029,19103,79,Washington,Johnson
2018,19103,34025,400,Johnson,Monmouth
2018,34011,19173,214,Cumberland,Taylor
2018,19173,19189,737,Taylor,Winnebago
2018,19173,39143,11,Taylor,Sandusky
2018,19173,28123,792,Taylor,Scott
2018,19055,41031,48,Delaware,Jefferson
2018,19055,56031,53,Delaware,Platte
2018,08047,19055,538,Gilpin,Delaware
2018,24001,19055,912,Allegany,Delaware
2018,50015,19155,42,Lamoille,Pottawattamie
2018,19155,72123,617,Pottawattamie,Salinas
2018,21189,19155,785,Owsley,Pottawattamie
2018,08113,19171,225,San Miguel,Tama
2018,19171,24031,466,Tama,Montgomery
2018,33005,19171,612,Cheshire,Tama
2018,41013,19171,484,Crook,Tama
2018,29033,19189,701,Carroll,Winnebago
2018,19189,09005,997,Winnebago,Litchfield
2018,19083,29207,276,Hardin,Stoddard
2018,31173,19083,699,Thurston,Hardin
2018,41031,19083,317,Jefferson,Hardin
2018,01045,20025,270,Dale,Clark
2018,20025,26121,28,Clark,Muskegon
2018,20025,45033,831,Clark,Dillon
2018,46005,20025,110,Beadle,Clark
2018,60010,20209,964,Eastern,Wyandotte
2018,20209,09007,311,Wyandotte,Middlesex
2018,20209,25007,291,Wyandotte,Dukes
2018,20209,48471,686,Wyandotte,Walker
2018,12015,20125,625,Charlotte,Montgomery
2018,20125,31043,796,Montgomery,Dakota
2018,20125,18027,902,Montgomery,Daviess
2018,18027,20125,931,Daviess,Montgomery
2018,23031,20125,939,York,Montgomery
2018,20087,04009,407,Jefferson,Graham
2018,20087,41011,562,Jefferson,Coos
2018,20087,66010,220,Jefferson,Guam
2018,20143,21165,270,Ottawa,Menifee
2018,20143,19103,798,Ottawa,Johnson
2018,20143,34039,999,Ottawa,Union
2018,39053,20143,948,Gallia,Ottawa
2018,20143,02068,168,Ottawa,Denali
2018,20089,06089,949,Jewell,Shasta
2018,17163,20089,267,St. Clair,Jewell
2018,20089,25021,332,Jewell,Norfolk
2018,10005,20061,389,Sussex,Geary
2018,08069,20061,653,Larimer,Geary
2018,02100,20061,701,Haines,Geary
2018,51181,20061,244,Surry,Geary
2018,56025,20061,567,Natrona,Geary
2018,20001,53009,561,Allen,Clallam
2018,20001,09005,907,Allen,Litchfield
2018,23015,20047,69,Lincoln,Edwards
2018,02100,20047,303,Haines,Edwards
2018,20047,47137,440,Edwards,Pickett
2018,20133,24045,864,Neosho,Wicomico
2018,47147,20133,857,Robertson,Neosho
2018,20133,37023,83,Neosho,Burke
2018,02188,21177,181,Northwest Arctic,Muhlenberg
2018,17125,21177,848,Mason,Muhlenberg
2018,21189,49055,141,Owsley,Wayne
2018,53035,21189,10,Kitsap,Owsley
2018,21189,08085,329,Owsley,Montrose
2018,21189,66010,675,Owsley,Guam
2018,21189,08099,582,Owsley,Prowers
2018,42129,21165,17,Westmoreland,Menifee
2018,21165,13247,17,Menifee,Rockdale
2018,21165,27057,954,Menifee,Hubbard
2018,21165,25015,196,Menifee,Hampshire
2018,21113,51145,299,Jessamine,Powhatan
2018,21113,47151,910,Jessamine,Scott
2018,21113,05109,347,Jessamine,Pike
2018,20089,21113,362,Jewell,Jessamine
2018,28091,21159,78,Marion,Martin
2018,21159,04023,553,Martin,Santa Cruz
2018,32029,21089,421,Storey,Greenup
2018,21089,08029,194,Greenup,Delta
2018,32510,21039,46,Carson City,Carlisle
2018,31061,21039,235,Franklin,Carlisle
2018,21039,55029,865,Carlisle,Door
2018,46102,21231,65,Oglala Lakota,Wayne
2018,21231,34023,82,Wayne,Middlesex
2018,21231,09011,37,Wayne,New London
2018,21231,72079,419,Wayne,Lajas
2018,45069,21207,377,Marlboro,Russell
2018,21207,72123,224,Russell,Salinas
2018,11001,21207,648,District of Columbia,Russell
2018,16085,21207,990,Valley,Russell
2018,05109,21201,602,Pike,Robertson
2018,21201,53009,582,Robertson,Clallam
2018,21201,04021,832,Robertson,Pinal
2018,21201,32011,699,Robertson,Eureka
2018,21201,15003,78,Robertson,Honolulu
2018,13115,22095,482,Floyd,St. John the Baptist
2018,20125,22095,503,Montgomery,St. John the Baptist
2018,18081,22125,714,Johnson,West Feliciana
2018,35061,22125,112,Valencia,West Feliciana
2018,22125,50015,480,West Feliciana,Lamoille
2018,18171,22125,434,Warren,West Feliciana
2018,22037,34011,822,East Feliciana,Cumberland
2018,22037,27057,48,East Feliciana,Hubbard
2018,22037,29207,875,East Feliciana,Stoddard
2018,48053,22037,361,Burnet,East Feliciana
2018,22023,15007,102,Cameron,Kauai
2018,22023,55047,422,Cameron,Green Lake
2018,22023,33011,524,Cameron,Hillsborough
2018,26035,22023,17,Clare,Cameron
2018,22127,49055,714,Winn,Wayne
2018,41037,22127,921,Lake,Winn
2018,22127,72073,597,Winn,Jayuya
2018,22083,16005,240,Richland,Bannock
2018,22083,29073,400,Richland,Gasconade
2018,22003,42085,349,Allen,Mercer
2018,22003,08047,690,Allen,Gilpin
2018,22003,02100,978,Allen,Haines
2018,26045,22001,776,Eaton,Acadia
2018,30061,22001,835,Mineral,Acadia
2018,21207,22001,324,Russell,Acadia
2018,22001,08099,518,Acadia,Prowers
2018,29073,22053,134,Gasconade,Jefferson Davis
2018,72123,22053,432,Salinas,Jefferson Davis
2018,22053,32017,74,Jefferson Davis,Lincoln
2018,53059,22053,32,Skamania,Jefferson Davis
2018,22085,13247,24,Sabine,Rockdale
2018,25001,22085,143,Barnstable,Sabine
2018,22085,41013,671,Sabine,Crook
2018,22085,34025,472,Sabine,Monmouth
2018,31035,23031,567,Clay,York
2018,56015,23031,46,Goshen,York
2018,35049,23031,579,Santa Fe,York
2018,23031,19103,255,York,Johnson
2018,23031,36047,372,York,Kings
2018,21089,23029,877,Greenup,Washington
2018,23029,20125,813,Washington,Montgomery
2018,23029,37195,388,Washington,Wilson
2018,23027,60010,795,Waldo,Eastern
2018,23027,32031,847,Waldo,Washoe
2018,54025,23027,657,Greenbrier,Waldo
2018,23005,25021,860,Cumberland,Norfolk
2018,23005,44007,819,Cumberland,Providence
2018,23019,16039,355,Penobscot,Elmore
2018,23019,24027,729,Penobscot,Howard
2018,23019,55099,433,Penobscot,Price
2018,31035,23019,184,Clay,Penobscot
2018,23017,24001,139,Oxford,Allegany
2018,23017,17005,431,Oxford,Bond
2018,23017,31097,468,Oxford,Johnson
2018,56031,23017,419,Platte,Oxford
2018,35061,23015,63,Valencia,Lincoln
2018,13227,23015,160,Pickens,Lincoln
2018,18171,23007,148,Warren,Franklin
2018,32027,23007,754,Pershing,Franklin
2018,23007,39107,308,Franklin,Mercer
2018,23003,46063,155,Aroostook,Harding
2018,01111,23003,673,Randolph,Aroostook
2018,23021,42041,905,Piscataquis,Cumberland
2018,47137,23021,857,Pickett,Piscataquis
2018,50011,23021,606,Franklin,Piscataquis
2018,46063,23021,777,Harding,Piscataquis
2018,23021,36023,286,Piscataquis,Cortland
2018,22037,24039,471,East Feliciana,Somerset
2018,24039,29113,606,Somerset,Lincoln
2018,24033,30057,790,Prince George's,Madison
2018,24033,26089,635,Prince George's,Leelanau
2018,24033,26117,634,Prince George's,Montcalm
2018,53069,24001,210,Wahkiakum,Allegany
2018,24001,06091,887,Allegany,Sierra
2018,49011,24001,39,Davis,Allegany
2018,04019,24001,910,Pima,Allegany
2018,24047,13247,581,Worcester,Rockdale
2018,08113,24047,471,San Miguel,Worcester
2018,24047,30057,676,Worcester,Madison
2018,36123,24047,240,Yates,Worcester
2018,20047,24047,338,Edwards,Worcester
2018,56031,24027,66,Platte,Howard
2018,24027,53035,653,Howard,Kitsap
2018,24027,05019,655,Howard,Clark
2018,26045,24027,613,Eaton,Howard
2018,24027,01045,173,Howard,Dale
2018,18049,24023,378,Fulton,Garrett
2018,25027,24023,325,Worcester,Garrett
2018,49055,24023,393,Wayne,Garrett
2018,45023,24023,35,Chester,Garrett
2018,24045,78030,931,Wicomico,St. Thomas
2018,24045,78010,448,Wicomico,St. Croix
2018,24045,18171,940,Wicomico,Warren
2018,47177,24037,987,Warren,St. Mary's
2018,24037,44001,104,St. Mary's,Bristol
2018,04005,24037,700,Coconino,St. Mary's
2018,46063,24031,892,Harding,Montgomery
2018,24031,04005,12,Montgomery,Coconino
